"id","cve","project_name","description","mistakes","tag_list__id","tag_list__tag"
"1113","CVE-2015-1279","chromium","An integer overflow vulnerability was found in the PDF Reader process that allows\nattackers to use large height and stride values that caused memory corruption issues (memory modification). Attempting to expand an image\nto a certain size resulted in a integer overflow.\n","The mistakes seemed to stem largely from coding mistakes. It isn't clear but there\nwas a lot of bugs fixed inside of one large commit which is possibly because they rebased\nit into that commit. There were multiple fixes and even reverts of the intial fix which points\nto the fact that the code maybe was not tested to the degree that it could have been. The input\nfor the image maniplation affected both 64 bit and 32 bit platforms which was especially\ndangerous because it allowed for the modification of memory and the overflow vulnerabilities.\n","8","bounty"
"","","","","","9","dependency"
"","","","","","9","dependency"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","109","distrust-input"
"","","","","","115","complex-inputs"
"","","","","","117","small-fix"
"","","","","","254","subsystem-chromium-pdfium"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1767","CVE-2011-3376","tomcat","Tomcat includes a component that provides administrative functions for\nweb applications such as deployment, reloading, and starting/stopping an\napplication called Manager.  Manager did not restrict untrusted web apps'\nability to access its servlets.  This allowed untrusted applications to\nuse the functionality of the Manager application to do things like run and\ndeploy additional applications without the consent of the server owner.\nThis vulnerability is primarily a concern for environments such as shared\nhosting, where clients' web applications are not considered trusted.\n","This vulnerability seems to be ultimately a design flaw in how the affected\nclass was designed.  Because it did not include any checks to ensure\napplications access it were trusted, there was no mitigation\nservers administrators could perform to resolve it and users of a shared\nhosting environment could execute arbitrary actions in the Tomcat Manager\nwithout any impediment.\n\nThis fix for this vulnerability appears to work as intended, as the code is\nnow creating a trust boundary for access between ""trusted"" and ""untrusted""\napplications by explicitly checking the trust status of web applications.\n","6","lifetime-2y5y"
"","","","","","29","cwe-284"
"","","","","","95","manual"
"","","","","","102","language-java"
"","","","","","106","least-privilege"
"","","","","","117","small-fix"
"","","","","","470","subsystem-tomcat-core"
"","","","","","342","escaped"
"","","","","","345","vcc"
"","","","","","481","project-tomcat"
"1317","CVE-2016-5139","chromium","A heap buffer overflow vulnerability is present in the jpeg2000. In this vulnerability\nmemory that is dynamically allocated has been been used passed its bounds.\n","It was a simple mistake where buffer sizes were not calculated correctly in PDFium","8","bounty"
"","","","","","9","dependency"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","109","distrust-input"
"","","","","","113","secure-by-default"
"","","","","","117","small-fix"
"","","","","","182","subsystem-chromium-plugins"
"","","","","","343","lacked-test"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1563","CVE-2007-1862","httpd","When using HTTP for communication, headers are included that contain information about the data being sent. Due to changes in memory allocation, when Apache would copy header data for a response header it sometimes tried to copy from a location in memory that had already been cleared. New data could have been put in the old location, and this data could be sensitive. This would result in any data a user is entering or viewing potentially getting leaked to the header, which would not necessarily be secure.","It seems that when they began using the APR memory pool they made\nan incorrect assumption about how long their data would remain in its\ntable. While automated testing may have eventually caught it, it's\nunderstandable that a few manual tests might have missed this (as nothing\nappears to be wrong if you get lucky and nothing else takes up the freed\nlocation in memory). Better understanding their tools and using automated\ntests could have helped catch or prevent this. CWE-825 lists mitigations\nthat wouldn't be useful in the situation: use a language that manages \nmemory automatically and set pointers to null after freeing. They\nweren't in a position to stop using C code and, as the CWE site points \nout, complex data structures (like the new APR memory pool) reduces the\neffectiveness of setting pointers to null.\n","7","lifetime-5y"
"","","","","","373","cwe-825"
"","","","","","84","cvss-av-n"
"","","","","","85","cvss-ac-l"
"","","","","","86","cvss-au-n"
"","","","","","87","cvss-c-p"
"","","","","","95","manual"
"","","","","","99","language-c"
"","","","","","419","subsystem-httpd-cache"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","438","project-httpd"
"","","","","","359","cooks"
"1248","CVE-2016-1661","chromium","Blink, a web framework previously used in Chrome did not ensure\ncontent in frames passed a check for the same render process along with a Same\nOrigin Policy check, meaning the objects' source were the same. The Same Origin\nPolicy is defined as a combination of the URL scheme, the host name, and port\nnumber for the same origin. This allowed attackers to cause a denial of service attack\nor other impacts using a fake website and frame content.\n","The mistakes that led to this vulnerability were mainly design mistakes.\nThe authors of the code assumed frames that passed the SecurityOrigins\ncanAccess method had to be local frames. This does not hold true for\nframes that occur as a result of renderer initiated navigation, since\neach frame has the same origin but see the other frame as a remote frame.\nThis allowed content in frames to have external rendering processes which\ndid not have to pass the same level of security checks.\nIt appears the fix attempts to implement the third potential midigation of\nchecking the frame's ancestors to ensure it is a local frame.\n\nThe fix looks pretty good for a problem that not many people know about.\n","6","lifetime-2y5y"
